2012-03-08T20:04:12+00:00 INFO (6): Beginning indexing operations
2012-03-08T20:04:12+00:00 INFO (6): Using manual version 1.11
2012-03-08T20:04:12+00:00 INFO (6): Indexing to directory "build/indexes"; ensuring exists and empty
2012-03-08T20:04:12+00:00 INFO (6): Using directory "/home/matthew/git/zf-standard/documentation/manual" as manual source
2012-03-08T20:08:26+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.oauth.introduction.html
2012-03-08T20:08:26+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.application.html
2012-03-08T20:08:26+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.feed.html
2012-03-08T20:08:26+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.xmlrpc.client.html
2012-03-08T20:08:26+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.captcha.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.service.simpy.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.timesync.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.search.lucene.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.search.lucene.query-api.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.pdf.usage.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.soap.client.html
2012-03-08T20:08:27+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.locale.functions.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.queue.framework.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.xmlrpc.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.currency.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/reference.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/coding-standard.overview.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.search.lucene.extending.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.gdata.books.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.mail.html-mails.html
2012-03-08T20:08:28+00:00 INFO (6):     Indexing: /manual/1.11/ja/project-structure.rewrite.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.controller.action.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.tool.framework.extending.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/introduction.installation.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.captcha.operation.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.locale.introduction.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.markup.renderers.html
2012-03-08T20:08:29+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.multiuser.html
2012-03-08T20:08:30+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.ldap.html
2012-03-08T20:08:30+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.barcode.introduction.html
2012-03-08T20:08:30+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.date.constants.html
2012-03-08T20:08:30+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.loader.autoloader.html
2012-03-08T20:08:30+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.filter.input.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.paginator.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.reflection.examples.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.controller.modular.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.config.theory_of_operation.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.config.adapters.json.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.cloud.queueservice.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.infocard.basics.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/zend.search.lucene.charset.html
2012-03-08T20:08:31+00:00 INFO (6):     Indexing: /manual/1.11/ja/learning.plugins.html
